SITE,HUNIT,VUNIT,ID,DEBITAGECLASS,MATERIAL,TERMINATIONTYPE,CORTEX,MAXLENGTH,MAXWIDTH,MAXTHICK,PLATWIDTH,PLATTHICK,PLATANGLE,DOTSCORTEX,DOTSNONCORTEX,NUMBER_OF_FLAKESCARS,CORESURFACES,SURFACEINTERACTIONS,WEIGHT,COMMENT
SPRING CAVE,I9,BELOW BM UNDER ROCK,20748,ANGFRAG,QUARTZITE,,0,14,11,2,,,,,,,,,0.1,
SPRING CAVE,I9,BELOW BM UNDER ROCK,20749,ANGFRAG,QUARTZITE,,0,11,11,2,,,,,,,,,0.1,
SPRING CAVE,I9,BELOW BM UNDER ROCK,20750,ANGFRAG,QUARTZITE,,0,14,13,3,,,,,,,,,0.4,
SPRING CAVE,I9,BELOW BM UNDER ROCK,20751,ANGFRAG,CCS,,0,11,8,3,,,,,,,,,0.1,
SPRING CAVE,I9,BLACK MIDDEN,20010,COMPFLAKE,CCS,PLUNGE,0,14,12,5,7,5,80,,,,,,0.1,
SPRING CAVE,I9,BLACK MIDDEN,20008,PROXFLAKE,SILCRETE,,0,40,39,12,,,,,,,,,15,
SPRING CAVE,I9,BLACK MIDDEN,20009,PROXFLAKE,QUARTZ,,70,22,16,10,,,,,,,,,2,
SPRING CAVE,I9,BLACK MIDDEN,20139,ANGFRAG,QUARTZ,,0,13,6,5,,,,,,,,,0.4,
SPRING CAVE,I9,BLACK MIDDEN,20140,ANGFRAG,QUARTZ,,0,13,5,2,,,,,,,,,0.1,
SPRING CAVE,I9,BLACK MIDDEN,20141,ANGFRAG,QUARTZ,,0,11,7,4,,,,,,,,,0.5,
SPRING CAVE,I9,BLACK MIDDEN,20142,ANGFRAGTOOL,QUARTZ,,0,10,8,3,,,,,,,,,0.2,
SPRING CAVE,I9,BLACK MIDDEN,20143,ANGFRAG,QUARTZ,,0,10,4,3,,,,,,,,,0.1,
SPRING CAVE,I9,BLACK MIDDEN,20144,ANGFRAG,QUARTZ,,0,14,4,3,,,,,,,,,0.2,
SPRING CAVE,I9,BLACK MIDDEN,20145,ANGFRAG,QUARTZ,,0,11,6,4,,,,,,,,,0.1,
SPRING CAVE,I9,BLACK MIDDEN,20146,ANGFRAG,QUARTZITE,,100,21,9,4,,,,,,,,,0.9,
SPRING CAVE,I9,BLACK MIDDEN,20147,ANGFRAG,QUARTZITE,,0,10,8,2,,,,,,,,,0.1,
SPRING CAVE,I9,BLACK MIDDEN,20148,ANGFRAG,QUARTZ,,100,13,7,4,,,,,,,,,0.5,
SPRING CAVE,I9,BLACK MIDDEN,20150,ANGFRAG,QUARTZITE,,0,16,9,6,,,,,,,,,0.7,
SPRING CAVE,I9,BLACK MIDDEN,20152,COMPFLAKE,QUARTZ,NA,80,12,9,5,7,4,,,,,,,0.6,
SPRING CAVE,I9,BLACK MIDDEN,20153,ANGFRAG,QUARTZ,,100,15,11,2,,,,,,,,,0.2,
SPRING CAVE,I9,BLACK MIDDEN,20154,ANGFRAG,QUARTZITE,,0,16,12,5,,,,,,,,,0.8,
SPRING CAVE,I9,BLACK MIDDEN,20836,ANGFRAGTOOL,QUARTZ,,0,23,13,6,,,,,,,,,1.6,
SPRING CAVE,I9,BLACK MIDDEN,20837,MEDIALFLAKE,QUARTZ,,0,11,9,4,,,,,,,,,0.5,
SPRING CAVE,I9,BLACK MIDDEN,20838,DISTTOOL,QUARTZ,,0,15,9,4,,,,,,,,,0.7,
SPRING CAVE,I9,BLACK MIDDEN,20839,COMPFLAKE,QUARTZITE,FEATHER,80,29,9,8,,,,,,,,,4,
SPRING CAVE,I9,BROWN SOIL ABOVE BEDROCK,20817,CORE,QUARTZ,,70,45,31,28,,,,48,12,2,2,1,57.6,
SPRING CAVE,I9,BROWN SOIL ABOVE BEDROCK,20819,ANGFRAG,QUARTZ,,30,13,12,6,,,,,,,,,0.9,
SPRING CAVE,I9,BROWN SOIL ABOVE BEDROCK,20821,DISTFLAKE,QUARTZ,,0,15,10,3,,,,,,,,,0.7,
SPRING CAVE,I9,BROWN SOIL ABOVE BEDROCK,20822,COMPFLAKE,QUARTZ,FEATHER,80,16,11,4,,,,,,,,,0.8,
SPRING CAVE,I9,BROWN SOIL ABOVE BEDROCK,20823,ANGFRAG,QUARTZ,,0,12,5,3,,,,,,,,,0.1,
SPRING CAVE,I9,BROWN SOIL ABOVE BEDROCK,20824,ANGFRAG,QUARTZ,,70,15,12,9,,,,,,,,,1.4,
SPRING CAVE,D9/I,DARK BROWN MIDDEN,20165,COMPFLAKE,QUARTZ,FEATHER,0,20,12,6,12,5,,,,,,,0.7,
SPRING CAVE,D9/II,DARK BROWN MIDDEN,20298,COMPFLAKE,QUARTZITE,PLUNGE,90,45,36,10,23,7,80,,,,,,14.8,
SPRING CAVE,D9/I,DARK BROWN MIDDEN,20159,COMPFLAKE,QUARTZ,FEATHER,0,21,13,4,7,4,,,,,,,1.2,
SPRING CAVE,D9/I,DARK BROWN MIDDEN,20160,COMPLETETOOL,QUARTZ,,0,16,15,6,,,,,,,,,1.7,
SPRING CAVE,D9/I,DARK BROWN MIDDEN,20164,ANGFRAG,QUARTZ,,0,26,19,10,,,,,,,,,4.3,
SPRING CAVE,D9/I,DARK BROWN MIDDEN,20183,BROKEFLAKE,QUARTZ,,0,15,10,5,,,,,,,,,0.7,
SPRING CAVE,D9/I,DARK BROWN MIDDEN,20197,ANGFRAG,QUARTZ,,20,11,7,3,,,,,,,,,0.2,
SPRING CAVE,D9/I,DARK BROWN MIDDEN,20198,BROKEFLAKE,QUARTZ,,0,10,5,3,,,,,,,,,0.1,
SPRING CAVE,D9/II,DARK BROWN MIDDEN,20297,ANGFRAG,QUARTZ,,0,13,5,3,,,,,,,,,0.1,
SPRING CAVE,D9/I,DARK BROWN MIDDEN,20524,COMPFLAKE,QUARTZITE,FEATHER,20,35,31,10,,,,,,,,,7.1,
SPRING CAVE,D9/I,DARK BROWN MIDDEN,20525,COMPLETETOOL,SILCRETE,,10,19,18,6,,,,,,,,,1.3,
SPRING CAVE,D9/I,DARK BROWN MIDDEN,20526,BROKEFLAKE,QUARTZITE,FEATHER,100,27,16,5,,,,,,,,,2.5,
SPRING CAVE,D9/I,DARK BROWN MIDDEN,20527,ANGFRAG,QUARTZ,,0,18,18,7,,,,,,,,,1.7,
SPRING CAVE,D9/I,DARK LOAM WITH SHELL,20180,MANUPORT,QUARTZITE,,100,53,38,26,,,,,,,,,68.4,possible hammerstone?
SPRING CAVE,D9/I,DARK LOAM WITH SHELL,20238,BROKEFLAKE,OTHER,,20,62,41,9,,,,,,,,,28.5,
SPRING CAVE,D9/I,DARK MIDDEN,20299,COMPFLAKE,QUARTZITE,FEATHER,90,41,31,14,20,13,,,,,,,17.9,
SPRING CAVE,D9/II,DARK MIDDEN,20560,COMPFLAKE,QUARTZ,FEATHER,20,30,18,18,17,10,90,,,,,,4.6,
SPRING CAVE,D9/I,DARK MIDDEN,20181,ANGFRAG,QUARTZ,,0,20,9,5,,,,,,,,,0.8,
SPRING CAVE,D9/I,DARK MIDDEN,20182,ANGFRAGTOOL,HORNFELS,,0,18,14,6,,,,,,,,,1.6,
SPRING CAVE,D9/I,DARK MIDDEN,20300,COMPLETETOOL,QUARTZ,NA,10,25,21,5,,,,,,,,,2.3,
SPRING CAVE,D9/II,DARK MIDDEN,20558,COMPFLAKE,QUARTZITE,FEATHER,0,55,32,18,,,,,,,,,28,
SPRING CAVE,D9/II,DARK MIDDEN,20559,ANGFRAG,QUARTZ,,10,29,16,12,,,,,,,,,6.7,
SPRING CAVE,D9/II,DARK MIDDEN,20561,ANGFRAG,QUARTZITE,,0,21,19,11,,,,,,,,,0.5,
SPRING CAVE,D9/II,DARK MIDDEN 2,20534,COMPFLAKE,QUARTZITE,FEATHER,0,29,24,7,17,7,80,,,,,,4.6,
SPRING CAVE,D9/I,DARK MIDDEN 2,20199,BROKEFLAKE,QUARTZ,,0,12,7,2,,,,,,,,,0.2,
SPRING CAVE,D9/I,DARK MIDDEN 2,20200,ANGFRAG,QUARTZ,,30,12,6,4,,,,,,,,,0.3,10
SPRING CAVE,D9/I,DARK MIDDEN 2,20201,ANGFRAG,QUARTZ,,0,10,4,2,,,,,,,,,0.1,
SPRING CAVE,D9/I,DARK MIDDEN 2,20293,BROKEFLAKE,QUARTZ,,80,43,30,22,,,,,,,,,38.6,
SPRING CAVE,D9/I,DARK MIDDEN 2,20294,ANGFRAG,QUARTZ,,50,39,15,12,,,,,,,,,10.7,BPCORE
SPRING CAVE,D9/I,DARK MIDDEN 2,20295,COMPLETETOOL,QUARTZ,,0,16,7,2,,,,,,,,,0.4,
SPRING CAVE,D9/II,DARK MIDDEN 2,20535,BROKEFLAKE,QUARTZ,,10,30,13,4,,,,,,,,,1.7,
SPRING CAVE,D9/II,DARK MIDDEN 2,20536,ANGFRAG,QUARTZ,,0,11,6,5,,,,,,,,,0.3,
SPRING CAVE,I9,GRASS,20715,COMPFLAKE,QUARTZITE,FEATHER,0,30,18,6,11,4,70,,,,,,3.2,
SPRING CAVE,I9,GRASS,20122,COMPLETETOOL,QUARTZ,,0,15,7,4,,,,,,,,,0.2,
SPRING CAVE,I9,GRASS,20713,ANGFRAG,QUARTZ,,0,29,28,11,,,,,,,,,6.3,
SPRING CAVE,I9,GRASS,20714,ANGFRAG,QUARTZ,,0,16,0,8,,,,,,,,,1.2,
SPRING CAVE,I9,GRASS,20716,ANGFRAG,QUARTZ,,90,20,12,8,,,,,,,,,2.2,
SPRING CAVE,I9,GRASS,20717,COMPFLAKE,QUARTZITE,FEATHER,0,37,19,11,,,,,,,,,6.4,
SPRING CAVE,D9/II,HBOL,20313,PROXTOOL,SILCRETE,NA,40,27,20,10,17,7,,,,,,,4.3,
SPRING CAVE,D9/II,HBOL,20324,COMPFLAKE,QUARTZ,STEP,0,11,10,4,6,3,90,,,,,,0.4,
SPRING CAVE,D9/II,HBOL,20306,COMPFLAKE,QUARTZ,FEATHER,0,14,14,6,14,6,80,,,,,,1.1,
SPRING CAVE,D9/II,HBOL,20473,COMPFLAKE,QUARTZ,FEATHER,0,10,7,2,4,3,80,,,,,,0.1,
SPRING CAVE,D9/II,HBOL,20483,COMPFLAKE,QUARTZITE,FEATHER,100,17,16,5,9,5,80,,,,,,1.4,
SPRING CAVE,D9/II,HBOL,20301,ANGFRAG,QUARTZ,,0,23,11,6,,,,,,,,,1.9,
SPRING CAVE,D9/II,HBOL,20302,ANGFRAG,QUARTZ,,10,12,9,4,,,,,,,,,0.6,
SPRING CAVE,D9/II,HBOL,20303,ANGFRAG,QUARTZ,,0,13,4,3,,,,,,,,,0.2,
SPRING CAVE,D9/II,HBOL,20304,ANGFRAG,QUARTZ,,20,14,9,7,,,,,,,,,0.6,
SPRING CAVE,D9/II,HBOL,20305,BROKEFLAKE,QUARTZ,,0,20,11,6,,,,,,,,,1,
SPRING CAVE,D9/II,HBOL,20307,ANGFRAG,QUARTZ,,0,10,7,4,,,,,,,,,0.5,
SPRING CAVE,D9/II,HBOL,20308,ANGFRAG,QUARTZ,,0,13,10,3,,,,,,,,,0.1,
SPRING CAVE,D9/II,HBOL,20309,ANGFRAG,QUARTZ,,0,15,7,3,,,,,,,,,0.3,
SPRING CAVE,D9/II,HBOL,20310,ANGFRAG,QUARTZ,,0,12,5,2,,,,,,,,,0.1,
SPRING CAVE,D9/II,HBOL,20311,BROKEFLAKE,QUARTZ,,0,13,7,3,,,,,,,,,0.2,
SPRING CAVE,D9/II,HBOL,20312,ANGFRAG,QUARTZ,,0,25,22,11,,,,,,,,,6.6,
SPRING CAVE,D9/II,HBOL,20316,ANGFRAG,QUARTZ,,10,16,10,2,,,,,,,,,0.4,
SPRING CAVE,D9/II,HBOL,20317,ANGFRAG,QUARTZ,,0,15,9,5,,,,,,,,,0.6,
SPRING CAVE,D9/II,HBOL,20318,ANGFRAG,QUARTZ,,0,11,5,1,,,,,,,,,0.1,
SPRING CAVE,D9/II,HBOL,20319,ANGFRAG,QUARTZ,,0,22,8,6,,,,,,,,,1.2,
SPRING CAVE,D9/II,HBOL,20320,ANGFRAG,QUARTZ,,0,11,7,2,,,,,,,,,0.1,
SPRING CAVE,D9/II,HBOL,20321,COMPFLAKE,QUARTZ,FEATHER,0,13,0,4,7,3,,,,,,,0.3,0.1
SPRING CAVE,D9/II,HBOL,20322,ANGFRAG,QUARTZ,,0,14,8,4,,,,,,,,,0.4,
SPRING CAVE,D9/II,HBOL,20323,MEDIALFLAKE,QUARTZ,,0,21,8,4,,,,,,,,,0.8,
SPRING CAVE,D9/II,HBOL,20325,ANGFRAG,QUARTZ,,20,17,7,4,,,,,,,,,0.3,
SPRING CAVE,D9/II,HBOL,20474,COMPFLAKE,QUARTZ,FEATHER,20,10,10,3,,,,,,,,,0.4,
SPRING CAVE,D9/II,HBOL,20475,DISTFLAKE,QUARTZ,,0,13,7,2,,,,,,,,,0.1,
SPRING CAVE,D9/II,HBOL,20476,ANGFRAG,QUARTZ,,0,10,9,4,,,,,,,,,0.4,
SPRING CAVE,D9/II,HBOL,20477,BROKEFLAKE,QUARTZ,,0,12,8,2,,,,,,,,,0.2,
SPRING CAVE,D9/II,HBOL,20478,ANGFRAG,QUARTZ,,0,11,5,3,,,,,,,,,0.3,BPCORE
SPRING CAVE,D9/II,HBOL,20479,ANGFRAG,QUARTZ,,0,11,5,3,,,,,,,,,0.3,BPCORE
SPRING CAVE,D9/II,HBOL,20480,ANGFRAG,QUARTZ,,0,9,4,3,,,,,,,,,0.1,BPCORE
SPRING CAVE,D9/II,HBOL,20481,BROKETOOL,QUARTZ,,0,12,5,3,,,,,,,,,0.1,
SPRING CAVE,D9/II,HBOL,20482,ANGFRAGTOOL,QUARTZ,,0,10,7,4,,,,,,,,,0.2,
SPRING CAVE,D9/II,HBOL,20484,BROKEFLAKE,QUARTZITE,,0,18,15,4,,,,,,,,,0.9,
SPRING CAVE,D9/II,HBOL,20485,COMPLETETOOL,QUARTZ,,0,15,10,3,,,,,,,,,0.7,
SPRING CAVE,D9/I,HBSL,20584,ANGFRAG,QUARTZITE,,0,21,7,5,,,,,,,,,0.6,
SPRING CAVE,D9/I,HBSL,20585,ANGFRAG,QUARTZ,,0,18,9,7,,,,,,,,,1.2,BPCORE
SPRING CAVE,D9/I,HBSL,20586,ANGFRAG,QUARTZ,,0,19,18,8,,,,,,,,,2.4,BPCORE
SPRING CAVE,D9/I,HBSL,20588,BROKEFLAKE,QUARTZ,,0,22,16,10,,,,,,,,,2.8,
SPRING CAVE,D9/I,HBSL,20589,ANGFRAG,QUARTZ,,0,18,15,7,,,,,,,,,2.1,
SPRING CAVE,D9/I,HBSL,20590,ANGFRAG,QUARTZ,,0,13,7,6,,,,,,,,,0.4,
SPRING CAVE,D9/I,HBSL,20591,COMPFLAKE,QUARTZ,FEATHER,20,31,21,9,,,,,,,,,5.3,
SPRING CAVE,D9/I,HBSL,20592,COMPLETETOOL,QUARTZ,,0,25,14,4,,,,,,,,,1.2,BROKEN IN BAG
SPRING CAVE,I9,MIDDEN ALPHA,20629,SPLITFLAKE,SILCRETE,FEATHER,20,33,24,9,,,,,,,,,6.3,
SPRING CAVE,I9,MIDDEN BRAVO,20608,COMPFLAKE,QUARTZ,FEATHER,100,52,26,12,,,,,,,,,37.3,
SPRING CAVE,I9,MIDDEN BRAVO,20609,COMPFLAKE,QUARTZ,FEATHER,90,46,43,23,,,,,,,,,80.8,
SPRING CAVE,I9,MIDDEN BRAVO,20610,ANGFRAG,QUARTZ,,20,29,12,5,,,,,,,,,2.6,
SPRING CAVE,I9,MIDDEN CHARLIE,20840,ANGFRAGTOOL,QUARTZ,,0,18,10,5,,,,,,,,,1,ADZE
SPRING CAVE,I9,MIDDEN CHARLIE,20841,ANGFRAG,QUARTZ,,30,11,7,6,,,,,,,,,0.2,
SPRING CAVE,I9,MIDDEN DELTA,20620,COMPFLAKE,QUARTZ,FEATHER,0,10,10,4,5,4,90,,,,,,0.2,
SPRING CAVE,I9,MIDDEN DELTA,20619,ANGFRAG,SILCRETE,,0,18,10,2,,,,,,,,,0.4,
SPRING CAVE,I9,MIDDEN DELTA,20621,ANGFRAG,QUARTZ,,0,23,9,9,,,,,,,,,2,
SPRING CAVE,I9,MIDDEN DELTA,20623,ANGFRAG,QUARTZ,,0,13,5,6,,,,,,,,,0.2,
SPRING CAVE,I9,MIDDEN DELTA,20624,ANGFRAG,QUARTZ,,0,11,8,6,,,,,,,,,0.5,
SPRING CAVE,I9,MIDDEN ECHO,20720,COMPFLAKE,QUARTZ,HINGE,0,25,12,4,7,3,60,,,,,,0.9,
SPRING CAVE,I9,MIDDEN ECHO,20721,DISTFLAKE,QUARTZ,,70,16,11,3,,,,,,,,,0.5,
SPRING CAVE,I9,MIDDEN ECHO,20722,DISTFLAKE,QUARTZITE,,0,24,16,9,,,,,,,,,3.2,
SPRING CAVE,I9,MIDDEN ECHO,20723,ANGFRAG,QUARTZ,,0,20,9,7,,,,,,,,,1.7,
SPRING CAVE,I9,MIDDEN FOXTROT,20718,DISTFLAKE,HORNFELS,,0,27,15,6,,,,,,,,,2.1,
SPRING CAVE,I9,MIDDEN FOXTROT,20719,ANGFRAG,QUARTZ,,0,14,9,8,,,,,,,,,0.8,
SPRING CAVE,I9,NB3,20843,ANGFRAG,QUARTZITE,,0,15,12,5,,,,,,,,,0.8,
SPRING CAVE,I9,NB3,20844,BROKEFLAKE,QUARTZ,,20,12,9,7,,,,,,,,,0.3,
SPRING CAVE,I9,NB3,20845,COMPFLAKE,QUARTZ,FEATHER,0,15,10,3,,,,,,,,,0.3,
SPRING CAVE,I9,NB3,20846,ANGFRAG,QUARTZ,,90,23,11,5,,,,,,,,,1.4,
SPRING CAVE,I9,NB3,20847,ANGFRAG,QUARTZ,,60,12,9,5,,,,,,,,,0.6,
SPRING CAVE,I9,NB3,20848,BROKEFLAKE,QUARTZ,,30,15,10,3,,,,,,,,,0.4,
SPRING CAVE,I9,NB3,20849,ANGFRAG,QUARTZ,,0,10,5,3,,,,,,,,,0.1,
SPRING CAVE,I9,NEXT BLACK 2,20829,BROKEFLAKE,QUARTZITE,,0,17,14,3,,,,,,,,,0.8,
SPRING CAVE,I9,NEXT BLACK 2,20830,ANGFRAG,QUARTZ,,0,18,12.7,10,,,,,,,,,1.8,
SPRING CAVE,I9,NEXT BLACK 2,20831,ANGFRAG,QUARTZ,,60,18,14,8,,,,,,,,,1.1,
SPRING CAVE,I9,NEXT BLACK 4,20630,ANGFRAG,QUARTZ,,100,33,32,8,,,,,,,,,13,
SPRING CAVE,I9,NEXT BLACK I,20674,PROXFLAKE,SILCRETE,NA,0,27,13,6,4,2,90,,,,,,1.6,
SPRING CAVE,I9,NEXT BLACK I,20662,COMPFLAKE,QUARTZ,FEATHER,0,10,8,2,6,1.8,80,,,,,,0.1,
SPRING CAVE,I9,NEXT BLACK I,20681,COMPFLAKE,QUARTZ,FEATHER,0,22,13,3,6,2,70,,,,,,0.4,
SPRING CAVE,I9,NEXT BLACK I,20699,COMPFLAKE,QUARTZ,FEATHER,0,14,13,2,5,2,70,,,,,,0.3,
SPRING CAVE,I9,NEXT BLACK I,20640,COMPFLAKE,QUARTZ,FEATHER,70,34,33,15,,,,,,,,,20.9,
SPRING CAVE,I9,NEXT BLACK I,20641,PROXFLAKE,SILCRETE,,0,22,21,4,,,,,,,,,1.7,
SPRING CAVE,I9,NEXT BLACK I,20642,DISTTOOL,SILCRETE,,0,19,13,5,,,,,,,,,1.2,
SPRING CAVE,I9,NEXT BLACK I,20643,ANGFRAG,QUARTZ,,0,16,10,3,,,,,,,,,0.5,
SPRING CAVE,I9,NEXT BLACK I,20644,ANGFRAG,QUARTZ,,0,19,13,5,,,,,,,,,0.8,
SPRING CAVE,I9,NEXT BLACK I,20645,ANGFRAG,QUARTZ,,0,14,12,9,,,,,,,,,1.5,
SPRING CAVE,I9,NEXT BLACK I,20646,ANGFRAG,QUARTZ,,0,14,5,2,,,,,,,,,0.1,
SPRING CAVE,I9,NEXT BLACK I,20647,ANGFRAG,QUARTZ,,0,13,7,3,,,,,,,,,0.3,
SPRING CAVE,I9,NEXT BLACK I,20648,ANGFRAG,QUARTZ,,0,22,13,9,,,,,,,,,1.8,
SPRING CAVE,I9,NEXT BLACK I,20649,ANGFRAG,QUARTZ,,0,11,9,4,,,,,,,,,0.3,
SPRING CAVE,I9,NEXT BLACK I,20650,ANGFRAG,QUARTZ,,0,12,10,4.8,,,,,,,,,0.2,
SPRING CAVE,I9,NEXT BLACK I,20651,BROKEFLAKE,QUARTZ,,0,32,18,9,,,,,,,,,5.7,
SPRING CAVE,I9,NEXT BLACK I,20652,ANGFRAG,QUARTZ,,20,22,8,5,,,,,,,,,1,
SPRING CAVE,I9,NEXT BLACK I,20653,ANGFRAG,QUARTZ,,0,13,6,3,,,,,,,,,0.1,
SPRING CAVE,I9,NEXT BLACK I,20654,ANGFRAG,QUARTZ,,0,14,9,6,,,,,,,,,0.9,
SPRING CAVE,I9,NEXT BLACK I,20655,ANGFRAG,QUARTZ,,0,13,6,5,,,,,,,,,0.4,
SPRING CAVE,I9,NEXT BLACK I,20656,BROKEFLAKE,QUARTZ,,0,14,6,3,,,,,,,,,0.2,
SPRING CAVE,I9,NEXT BLACK I,20657,ANGFRAG,QUARTZ,,0,10,4,3,,,,,,,,,0.1,
SPRING CAVE,I9,NEXT BLACK I,20658,ANGFRAG,QUARTZ,,0,11,5,3,,,,,,,,,0.1,
SPRING CAVE,I9,NEXT BLACK I,20659,BROKEFLAKE,QUARTZ,,0,12,9,3,,,,,,,,,0.2,
SPRING CAVE,I9,NEXT BLACK I,20660,ANGFRAG,QUARTZ,,0,11,5,2,,,,,,,,,0.1,
SPRING CAVE,I9,NEXT BLACK I,20661,ANGFRAG,QUARTZ,,100,11,7,3,,,,,,,,,0.1,
SPRING CAVE,I9,NEXT BLACK I,20663,ANGFRAG,QUARTZ,,0,14,7,4,,,,,,,,,0.2,
SPRING CAVE,I9,NEXT BLACK I,20664,ANGFRAG,QUARTZ,,100,18,16,8,,,,,,,,,2.5,
SPRING CAVE,I9,NEXT BLACK I,20665,ANGFRAG,QUARTZ,,40,29,20,15,,,,,,,,,9.1,
SPRING CAVE,I9,NEXT BLACK I,20666,ANGFRAG,QUARTZ,,30,17,15,6,,,,,,,,,1.4,
SPRING CAVE,I9,NEXT BLACK I,20667,ANGFRAG,QUARTZ,,80,16,8,7,,,,,,,,,1,
SPRING CAVE,I9,NEXT BLACK I,20668,PROXFLAKE,OTHER,,0,20,13,2,,,,,,,,,0.5,POSSIBLE QUARTZITE?
SPRING CAVE,I9,NEXT BLACK I,20669,COMPFLAKE,OTHER,FEATHER,20,17,13,5,,,,,,,,,1.2,POSSIBLE QUARTZITE?
SPRING CAVE,I9,NEXT BLACK I,20670,ANGFRAG,CCS,,10,10,6,2,,,,,,,,,0.1,
SPRING CAVE,I9,NEXT BLACK I,20671,PROXFLAKE,CCS,,0,17,9,5,,,,,,,,,0.5,
SPRING CAVE,I9,NEXT BLACK I,20672,PROXFLAKE,CCS,,0,10,6,2,,,,,,,,,0.1,
SPRING CAVE,I9,NEXT BLACK I,20673,PROXFLAKE,CCS,,0,11,10,1,,,,,,,,,0.1,
SPRING CAVE,I9,NEXT BLACK I,20675,COMPLETETOOL,CCS,,10,16,15,6,,,,,,,,,1.2,SCRAPER
SPRING CAVE,I9,NEXT BLACK I,20676,ANGFRAG,HORNFELS,,0,20,15,6,,,,,,,,,0.8,
SPRING CAVE,I9,NEXT BLACK I,20677,COMPFLAKE,QUARTZITE,FEATHER,10,13,9,4,,,,,,,,,0.4,
SPRING CAVE,I9,NEXT BLACK I,20678,ANGFRAG,QUARTZ,,0,17,12,7,,,,,,,,,1,BPCORE
SPRING CAVE,I9,NEXT BLACK I,20679,ANGFRAG,CCS,,0,15,8,7,,,,,,,,,0.7,
SPRING CAVE,I9,NEXT BLACK I,20680,BROKEFLAKE,QUARTZ,,0,22,2,7,,,,,,,,,1.5,
SPRING CAVE,I9,NEXT BLACK I,20682,ang,QUARTZ,,0,19,13,5,,,,,,,,,1,
SPRING CAVE,I9,NEXT BLACK I,20683,COMPFLAKE,QUARTZ,FEATHER,10,17,12,3,,,,,,,,,0.6,
SPRING CAVE,I9,NEXT BLACK I,20684,ANGFRAG,QUARTZ,,0,17,13,3,,,,,,,,,0.4,
SPRING CAVE,I9,NEXT BLACK I,20685,BROKEFLAKE,QUARTZ,,0,20,1,6,,,,,,,,,1.1,
SPRING CAVE,I9,NEXT BLACK I,20686,ANGFRAG,QUARTZ,,0,19,12,6,,,,,,,,,1.1,
SPRING CAVE,I9,NEXT BLACK I,20687,COMPFLAKE,QUARTZ,FEATHER,0,18,4,3,,,,,,,,,0.6,
SPRING CAVE,I9,NEXT BLACK I,20688,BROKEFLAKE,QUARTZ,,30,16,13,4,,,,,,,,,0.7,
SPRING CAVE,I9,NEXT BLACK I,20689,BROKEFLAKE,QUARTZ,,0,17,7,3,,,,,,,,,0.2,
SPRING CAVE,I9,NEXT BLACK I,20690,DISTFLAKE,QUARTZ,,0,18,7,5,,,,,,,,,0.6,
SPRING CAVE,I9,NEXT BLACK I,20691,ANGFRAG,QUARTZ,,50,18,7,6,,,,,,,,,0.7,
SPRING CAVE,I9,NEXT BLACK I,20692,DISTFLAKE,QUARTZ,,0,12,8,3,,,,,,,,,0.2,
SPRING CAVE,I9,NEXT BLACK I,20693,ANGFRAG,QUARTZ,,0,15,9,3,,,,,,,,,0.5,
SPRING CAVE,I9,NEXT BLACK I,20694,DISTFLAKE,QUARTZ,,0,13,12,3,,,,,,,,,0.6,
SPRING CAVE,I9,NEXT BLACK I,20695,ANGFRAG,QUARTZ,,0,13,9,3,,,,,,,,,0.1,11
SPRING CAVE,I9,NEXT BLACK I,20698,DISTFLAKE,QUARTZ,,0,11,8,4,,,,,,,,,0.4,
SPRING CAVE,I9,NEXT BLACK I,20700,ANGFRAG,,,0,10,9,3,,,,,,,,,0.1,
SPRING CAVE,I9,NEXT BLACK I,20701,ANGFRAG,QUARTZ,,0,12,9,5,,,,,,,,,0.4,
SPRING CAVE,I9,NEXT BLACK I,20702,ANGFRAG,QUARTZ,,0,16,0,2,,,,,,,,,0.1,0.3
SPRING CAVE,I9,NEXT BLACK I,20703,BROKEFLAKE,QUARTZ,,0,10,8,1,,,,,,,,,0.1,
SPRING CAVE,I9,NEXT BLACK I,20704,PROXFLAKE,QUARTZ,,0,11,7,3,,,,,,,,,0.1,
SPRING CAVE,I9,NEXT BLACK I,20705,DISTFLAKE,QUARTZ,,0,12,10,3,,,,,,,,,0.2,
SPRING CAVE,I9,NEXT BLACK I,20706,ANGFRAG,QUARTZ,,100,11,10,3,,,,,,,,,0.1,
SPRING CAVE,I9,NEXT BLACK I,20707,ANGFRAG,QUARTZ,,0,11,11,5,,,,,,,,,0.6,
SPRING CAVE,I9,NEXT BLACK I,20708,BROKEFLAKE,QUARTZ,,0,15,10,3,,,,,,,,,0.4,
SPRING CAVE,I9,NEXT BLACK I,20709,ANGFRAG,QUARTZ,,0,11,6,2,,,,,,,,,0.1,
SPRING CAVE,I9,NEXT BLACK I,20710,COMPFLAKE,QUARTZITE,FEATHER,0,34,20,14,,,,,,,,,7.7,
SPRING CAVE,I9,NEXT BLACK I,20711,ANGFRAG,SILCRETE,,0,10,7,5,,,,,,,,,0.2,
